danceability_x,energy_x,key,loudness_x,mode,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature_x,chorus_hit_x,sections_x,target_x,track_seconds_x,m_index,danceability_y,energy_y,loudness_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,chorus_hit_y,sections_y,track_seconds_y,row_num,target_y,y_pred,y_pred_prob
0.475,0.605,D,-5.096,major,0.215,0.0833,0.0,0.267,0.291,137.074,230547,4,39.5707,8,1,230.547,29790,0.475,0.605,-5.096,0.215,0.0833,0.0,0.267,0.291,137.074,4,39.5707,8,230.547,5042,1,1.0,0.8611430346341771
0.714,0.6,F# / Gb,-8.365,major,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840,4,55.82818,8,1,205.84,29801,0.714,0.6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017,4,55.82818,8,205.84,6620,1,0.0,0.007787258350367351
0.36,0.0393,C,-30.668,minor,0.0362,0.991,0.872,0.103,0.0783,115.649,118453,4,47.98925,6,0,118.453,29807,0.36,0.0393,-30.668,0.0362,0.991,0.872,0.103,0.0783,115.649,4,47.98925,6,118.453,1490,0,0.0,0.25844334473546715
0.413,0.873,G# / Ab,-4.151,major,0.0535,0.000264,0.0025,0.204,0.481,116.681,218933,3,37.12589,9,1,218.933,29811,0.413,0.873,-4.151,0.0535,0.000264,0.0025,0.204,0.481,116.681,3,37.12589,9,218.933,2146,1,1.0,0.839806020389467
0.218,0.881,G,-5.049,major,0.0577,0.000101,0.423,0.375,0.382,105.116,263267,3,28.99461,15,0,263.267,29818,0.218,0.881,-5.049,0.0577,0.000101,0.423,0.375,0.382,105.116,3,28.99461,15,263.267,7783,0,0.0,0.14424034464822866
0.355,0.478,C,-8.323,major,0.0335,0.569,2.9e-06,0.194,0.269,102.971,266920,4,47.60763,9,1,266.92,29826,0.355,0.478,-8.323,0.0335,0.569,2.9e-06,0.194,0.269,102.971,4,47.60763,9,266.92,8100,1,0.0,0.401345765984129
0.776,0.279,E,-10.45,minor,0.0615,0.772,0.134,0.0567,0.509,135.866,463267,4,24.98608,24,0,463.267,29842,0.776,0.279,-10.45,0.0615,0.772,0.134,0.0567,0.509,135.866,4,24.98608,24,463.267,1551,0,0.0,0.5630755787109167
0.662,0.741,C,-5.406,major,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4,20.80581,10,1,188.96,29843,0.662,0.741,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,4,20.80581,10,188.96,6943,1,0.0,0.10631550102070744
0.0991,0.103,B,-22.338,major,0.04,0.987,0.908,0.25,0.037,78.055,371600,1,36.26745,22,0,371.6,29848,0.0991,0.103,-22.338,0.04,0.987,0.908,0.25,0.037,78.055,1,36.26745,22,371.6,4115,0,0.0,0.25149493710012666
0.557,0.958,G,-3.006,major,0.081,0.23,0.915,0.215,0.608,139.955,190773,4,56.28254,8,0,190.773,29849,0.557,0.958,-3.006,0.081,0.23,0.915,0.215,0.608,139.955,4,56.28254,8,190.773,478,0,1.0,0.8076167389426765
0.449,0.955,G,-0.296,major,0.0465,0.00483,0.00459,0.136,0.308,89.979,304000,4,27.37367,14,0,304.0,29851,0.449,0.955,-0.296,0.0465,0.00483,0.00459,0.136,0.308,89.979,4,27.37367,14,304.0,2471,0,0.0,0.13272499418441377
0.423,0.993,B,-2.664,major,0.145,1.32e-05,0.0144,0.919,0.32,169.826,193693,4,29.07091,11,0,193.693,29856,0.423,0.993,-2.664,0.145,1.32e-05,0.0144,0.919,0.32,169.826,4,29.07091,11,193.693,419,0,0.0,0.5827826378226342
0.635,0.852,B,-4.243,major,0.0375,0.302,0.0,0.149,0.351,88.028,272987,4,55.66777,9,1,272.987,29860,0.635,0.852,-4.243,0.0375,0.302,0.0,0.149,0.351,88.028,4,55.66777,9,272.987,1961,1,0.0,0.595715921046691
0.545,0.753,D# / Eb,-4.618,minor,0.036,0.0417,0.0,0.389,0.434,105.754,282947,4,80.67491,7,1,282.947,29863,0.545,0.753,-4.618,0.036,0.0417,0.0,0.389,0.434,105.754,4,80.67491,7,282.947,1559,1,1.0,0.8301532553414479
0.41,0.957,D# / Eb,-1.004,minor,0.276,0.0264,0.0,0.283,0.425,104.973,223120,4,42.4142,10,1,223.12,29866,0.41,0.957,-1.004,0.276,0.0264,0.0,0.283,0.425,104.973,4,42.4142,10,223.12,7216,1,0.0,0.6546403328003486
0.634,0.827,D,-3.687,major,0.0393,0.00104,0.0,0.326,0.739,83.994,184573,4,32.98833,9,1,184.573,29869,0.634,0.827,-3.687,0.0393,0.00104,0.0,0.326,0.739,83.994,4,32.98833,9,184.573,117,1,1.0,0.8013524413400782
0.142,0.86,E,-5.801,major,0.0931,2.21e-06,0.761,0.332,0.288,154.983,255067,4,69.06974,9,0,255.067,29872,0.142,0.86,-5.801,0.0931,2.21e-06,0.761,0.332,0.288,154.983,4,69.06974,9,255.067,4700,0,1.0,0.7961647599029591
0.753,0.728,C,-5.439,major,0.228,0.00773,0.0,0.0653,0.751,170.021,245480,4,49.66967,12,1,245.48,29902,0.753,0.728,-5.439,0.228,0.00773,0.0,0.0653,0.751,170.021,4,49.66967,12,245.48,2383,1,0.0,0.0636732218278498
0.362,0.562,D,-8.034,major,0.0632,0.284,5.57e-06,0.178,0.281,157.556,597933,4,53.18658,20,0,597.933,29906,0.362,0.562,-8.034,0.0632,0.284,5.57e-06,0.178,0.281,157.556,4,53.18658,20,597.933,7358,0,0.0,0.2657104590465669
0.674,0.862,B,-4.614,major,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,4,22.89914,8,0,191.0,29913,0.674,0.862,-4.614,0.0253,0.0157,0.000427,0.169,0.5,129.965,4,22.89914,8,191.0,4100,0,0.0,0.6177706705238687
0.558,0.47,G,-5.5,major,0.0316,0.68,0.914,0.532,0.427,118.06,238640,4,47.39928,7,0,238.64,29920,0.558,0.47,-5.5,0.0316,0.68,0.914,0.532,0.427,118.06,4,47.39928,7,238.64,6246,0,0.0,0.49943657470781805
0.442,0.855,F# / Gb,-2.985,minor,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640,4,33.37449,10,1,243.64,29922,0.442,0.855,-2.985,0.0288,0.00049,0.0137,0.273,0.363,175.543,4,33.37449,10,243.64,1451,1,0.0,0.606078730935287
0.541,0.239,F,-18.584,minor,0.0358,0.547,0.785,0.0935,0.32,139.541,328480,4,44.8967,9,0,328.48,29925,0.541,0.239,-18.584,0.0358,0.547,0.785,0.0935,0.32,139.541,4,44.8967,9,328.48,111,0,1.0,0.7282660796318777
0.309,0.966,D,-6.384,major,0.0674,0.00015,0.05,0.0997,0.333,141.982,370468,4,40.15694,11,0,370.468,29927,0.309,0.966,-6.384,0.0674,0.00015,0.05,0.0997,0.333,141.982,4,40.15694,11,370.468,155,0,1.0,0.7919925500671876
0.577,0.892,G# / Ab,-5.121,minor,0.0675,0.016,6.39e-05,0.299,0.454,118.096,214560,4,45.77667,10,1,214.56,29937,0.577,0.892,-5.121,0.0675,0.016,6.39e-05,0.299,0.454,118.096,4,45.77667,10,214.56,7705,1,0.0,0.12929731243921755
0.578,0.889,B,-5.695,minor,0.178,4.37e-05,0.8,0.277,0.219,135.908,254653,4,36.75176,9,0,254.653,29944,0.578,0.889,-5.695,0.178,4.37e-05,0.8,0.277,0.219,135.908,4,36.75176,9,254.653,7272,0,1.0,0.8074569296415209
0.956,0.745,B,-4.753,minor,0.12,0.206,0.0,0.0615,0.912,107.075,228240,4,28.44537,10,1,228.24,29945,0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,0.912,107.075,4,28.44537,10,228.24,4855,1,0.0,0.10890808642816091
0.495,0.981,C,-8.421,major,0.047,0.111,0.711,0.295,0.49,115.005,331893,4,181.27614,11,0,331.893,29951,0.495,0.981,-8.421,0.047,0.111,0.711,0.295,0.49,115.005,4,181.27614,11,331.893,6368,0,1.0,0.8340923519159622
0.472,0.588,C,-8.374,major,0.0254,0.13,0.0,0.151,0.314,75.999,255973,4,42.25056,8,1,255.973,29957,0.472,0.588,-8.374,0.0254,0.13,0.0,0.151,0.314,75.999,4,42.25056,8,255.973,4919,1,1.0,0.8684771414799646
0.655,0.404,G,-7.33,major,0.48,0.965,0.0,0.404,0.771,100.65,1242280,4,19.22933,57,0,1242.28,29958,0.655,0.404,-7.33,0.48,0.965,0.0,0.404,0.771,100.65,4,19.22933,57,1242.28,2697,0,0.0,0.248877917507433
0.488,0.297,D# / Eb,-12.993,major,0.0276,0.729,7.34e-05,0.0929,0.207,148.881,342600,4,26.57881,16,0,342.6,29959,0.488,0.297,-12.993,0.0276,0.729,7.34e-05,0.0929,0.207,148.881,4,26.57881,16,342.6,5008,0,0.0,0.007390841109008717
0.351,0.886,E,-6.022,major,0.0428,0.000295,0.608,0.135,0.964,160.652,82013,4,25.78131,4,0,82.013,29960,0.351,0.886,-6.022,0.0428,0.000295,0.608,0.135,0.964,160.652,4,25.78131,4,82.013,7488,0,0.0,0.6241266094888834
0.306,0.971,C# / Db,-4.549,major,0.141,6.53e-05,5.3e-06,0.459,0.194,143.956,136467,4,51.65841,7,0,136.467,29967,0.306,0.971,-4.549,0.141,6.53e-05,5.3e-06,0.459,0.194,143.956,4,51.65841,7,136.467,4339,0,1.0,0.7899940396230026
0.478,0.625,G,-5.975,major,0.0341,0.0515,0.0,0.116,0.343,160.196,242293,4,19.11048,13,1,242.293,29973,0.478,0.625,-5.975,0.0341,0.0515,0.0,0.116,0.343,160.196,4,19.11048,13,242.293,1067,1,0.0,0.4117685815902657
0.581,0.66,F# / Gb,-5.842,major,0.368,0.785,0.0,0.314,0.773,76.961,288000,1,39.49535,9,0,288.0,29981,0.581,0.66,-5.842,0.368,0.785,0.0,0.314,0.773,76.961,1,39.49535,9,288.0,3157,0,0.0,0.629145576257255
0.68,0.659,C,-6.855,major,0.211,0.118,0.0,0.107,0.411,91.259,247040,4,21.76231,11,1,247.04,29996,0.68,0.659,-6.855,0.211,0.118,0.0,0.107,0.411,91.259,4,21.76231,11,247.04,6746,1,0.0,0.2418635760536988
0.469,0.803,G,-3.673,minor,0.0745,0.453,9.37e-06,0.357,0.581,83.395,214013,4,63.11852,10,0,214.013,29999,0.469,0.803,-3.673,0.0745,0.453,9.37e-06,0.357,0.581,83.395,4,63.11852,10,214.013,3430,0,1.0,0.7180875446525352
0.752,0.818,C,-7.357,major,0.219,0.555,0.0,0.256,0.923,142.979,131840,4,36.73799,7,0,131.84,30008,0.752,0.818,-7.357,0.219,0.555,0.0,0.256,0.923,142.979,4,36.73799,7,131.84,1790,0,1.0,0.6841214437677018
0.829,0.755,D,-6.588,major,0.11,0.338,0.0,0.0496,0.962,116.455,202667,4,36.73645,9,1,202.667,30011,0.829,0.755,-6.588,0.11,0.338,0.0,0.0496,0.962,116.455,4,36.73645,9,202.667,958,1,0.0,0.44451118991120875
0.88,0.884,G,-4.188,major,0.18,0.00476,0.0,0.052,0.57,127.944,195253,4,64.8397,7,1,195.253,30015,0.88,0.884,-4.188,0.18,0.00476,0.0,0.052,0.57,127.944,4,64.8397,7,195.253,65,1,0.0,0.24800649567082836
0.877,0.63,G,-5.974,major,0.0871,0.00418,0.0,0.0759,0.695,161.978,278867,4,20.99623,15,1,278.867,30022,0.877,0.63,-5.974,0.0871,0.00418,0.0,0.0759,0.695,161.978,4,20.99623,15,278.867,3221,1,0.0,0.5829317671115454
0.241,0.508,A,-9.791,major,0.0275,0.0362,0.599,0.167,0.0445,140.627,321293,4,97.41873,14,1,321.293,30025,0.241,0.508,-9.791,0.0275,0.0362,0.599,0.167,0.0445,140.627,4,97.41873,14,321.293,3348,1,1.0,0.6752931596617048
0.693,0.801,C# / Db,-6.02,minor,0.0533,0.034,2.03e-06,0.0544,0.521,176.018,188253,4,22.69588,10,1,188.253,30027,0.693,0.801,-6.02,0.0533,0.034,2.03e-06,0.0544,0.521,176.018,4,22.69588,10,188.253,1740,1,1.0,0.7491016482406057
0.736,0.834,C# / Db,-3.052,minor,0.0969,0.077,0.0,0.407,0.234,100.979,297040,4,101.73158,8,1,297.04,30029,0.736,0.834,-3.052,0.0969,0.077,0.0,0.407,0.234,100.979,4,101.73158,8,297.04,2189,1,0.0,0.009757905120991162
0.553,0.7,B,-7.441,minor,0.0474,0.0212,0.000637,0.125,0.187,130.033,310120,4,30.27889,15,0,310.12,30031,0.553,0.7,-7.441,0.0474,0.0212,0.000637,0.125,0.187,130.033,4,30.27889,15,310.12,3047,0,0.0,0.16534858530321303
0.244,0.107,D# / Eb,-22.906,major,0.0348,0.979,0.869,0.159,0.0325,106.323,333733,4,32.32869,18,0,333.733,30037,0.244,0.107,-22.906,0.0348,0.979,0.869,0.159,0.0325,106.323,4,32.32869,18,333.733,5824,0,1.0,0.7872294288692951
0.702,0.573,A,-5.69,minor,0.0344,0.526,0.0,0.23,0.693,129.999,255093,4,28.61221,12,1,255.093,30040,0.702,0.573,-5.69,0.0344,0.526,0.0,0.23,0.693,129.999,4,28.61221,12,255.093,669,1,0.0,0.3894391505070046
0.88,0.814,B,-6.307,minor,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,4,52.85198,10,1,283.067,30041,0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,4,52.85198,10,283.067,1649,1,0.0,0.07549142518982938
0.794,0.634,A,-3.819,minor,0.0381,0.245,0.0,0.2,0.736,142.255,271387,4,41.7737,12,1,271.387,30044,0.794,0.634,-3.819,0.0381,0.245,0.0,0.2,0.736,142.255,4,41.7737,12,271.387,6512,1,0.0,0.6352853981818011
0.679,0.657,F# / Gb,-6.222,major,0.0423,0.0219,0.0,0.295,0.363,86.984,234760,4,37.77979,10,1,234.76,30049,0.679,0.657,-6.222,0.0423,0.0219,0.0,0.295,0.363,86.984,4,37.77979,10,234.76,620,1,0.0,0.031940499631133996
0.297,0.637,C,-7.926,minor,0.0336,0.0014,0.18,0.247,0.332,94.73,241173,4,130.29002,7,0,241.173,30063,0.297,0.637,-7.926,0.0336,0.0014,0.18,0.247,0.332,94.73,4,130.29002,7,241.173,4693,0,0.0,0.039767363699317736
0.713,0.887,G# / Ab,-4.564,major,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,170813,4,22.8555,11,1,170.813,30064,0.713,0.887,-4.564,0.0322,0.0387,1.79e-05,0.273,0.88,112.016,4,22.8555,11,170.813,5894,1,0.0,0.022360558647988475
0.554,0.995,C# / Db,-2.985,major,0.268,0.00638,0.0,0.397,0.173,122.976,175000,4,31.83402,9,0,175.0,30074,0.554,0.995,-2.985,0.268,0.00638,0.0,0.397,0.173,122.976,4,31.83402,9,175.0,6954,0,1.0,0.8593788429118928
0.748,0.54,G,-8.916,major,0.116,0.559,3.1e-05,0.0962,0.687,89.983,230800,4,31.21736,8,0,230.8,30079,0.748,0.54,-8.916,0.116,0.559,3.1e-05,0.0962,0.687,89.983,4,31.21736,8,230.8,7179,0,1.0,0.6822749554867753
0.396,0.997,A,-5.18,minor,0.206,0.00287,0.883,0.803,0.123,162.022,287547,4,93.78882,8,0,287.547,30082,0.396,0.997,-5.18,0.206,0.00287,0.883,0.803,0.123,162.022,4,93.78882,8,287.547,2418,0,1.0,0.7126527496760987
0.622,0.925,C# / Db,-5.441,major,0.109,0.0159,0.683,0.257,0.512,124.017,295187,4,55.68645,11,0,295.187,30083,0.622,0.925,-5.441,0.109,0.0159,0.683,0.257,0.512,124.017,4,55.68645,11,295.187,7134,0,1.0,0.8017177308889561
0.601,0.768,G# / Ab,-5.712,major,0.386,0.141,0.0,0.482,0.634,152.45,347507,4,39.05513,13,1,347.507,30084,0.601,0.768,-5.712,0.386,0.141,0.0,0.482,0.634,152.45,4,39.05513,13,347.507,4092,1,1.0,0.8518569665790744
0.37,0.378,D,-14.505,major,0.0296,0.574,0.833,0.125,0.0819,76.009,297507,4,90.79583,9,0,297.507,30091,0.37,0.378,-14.505,0.0296,0.574,0.833,0.125,0.0819,76.009,4,90.79583,9,297.507,4177,0,0.0,0.01974459058021891
0.199,0.994,C# / Db,-3.773,minor,0.19,3.72e-06,0.893,0.263,0.0624,110.713,181253,4,26.71813,9,0,181.253,30096,0.199,0.994,-3.773,0.19,3.72e-06,0.893,0.263,0.0624,110.713,4,26.71813,9,181.253,1652,0,1.0,0.8490266880331346
0.511,0.752,A# / Bb,-4.609,major,0.281,0.051,0.0,0.29,0.602,96.791,220827,4,24.78053,10,1,220.827,30100,0.511,0.752,-4.609,0.281,0.051,0.0,0.29,0.602,96.791,4,24.78053,10,220.827,3746,1,0.0,0.12752272522479965
0.319,0.997,E,-3.336,major,0.182,2.97e-05,0.353,0.385,0.0603,163.119,184067,4,49.37495,8,0,184.067,30103,0.319,0.997,-3.336,0.182,2.97e-05,0.353,0.385,0.0603,163.119,4,49.37495,8,184.067,175,0,0.0,0.06646969208268302
0.637,0.73,F,-5.38,minor,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4,25.52886,10,1,218.947,30112,0.637,0.73,-5.38,0.0874,0.323,0.0,0.0981,0.732,93.867,4,25.52886,10,218.947,935,1,0.0,0.5638463140000715
0.562,0.827,C# / Db,-7.39,minor,0.0372,0.0605,0.16,0.0706,0.603,149.917,332800,4,20.16539,18,0,332.8,30115,0.562,0.827,-7.39,0.0372,0.0605,0.16,0.0706,0.603,149.917,4,20.16539,18,332.8,6707,0,0.0,0.018054135097175062
0.652,0.698,A# / Bb,-4.667,minor,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,21.48671,9,1,202.067,30116,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,21.48671,9,202.067,7669,1,0.0,0.5867786957796287
0.724,0.86,G,-3.544,major,0.0872,0.0139,0.0,0.254,0.553,96.956,228827,4,62.52419,11,1,228.827,30117,0.724,0.86,-3.544,0.0872,0.0139,0.0,0.254,0.553,96.956,4,62.52419,11,228.827,3089,1,0.0,0.6195045304655914
0.657,0.755,F,-4.067,major,0.0374,0.0143,0.0,0.556,0.707,125.974,172973,4,33.32395,7,1,172.973,30122,0.657,0.755,-4.067,0.0374,0.0143,0.0,0.556,0.707,125.974,4,33.32395,7,172.973,4047,1,1.0,0.8159334756218547
0.697,0.928,A,-4.173,major,0.0423,0.102,0.0,0.066,0.722,123.785,218000,4,23.76761,12,1,218.0,30124,0.697,0.928,-4.173,0.0423,0.102,0.0,0.066,0.722,123.785,4,23.76761,12,218.0,6851,1,0.0,0.1803122822877789
0.333,0.947,F# / Gb,-4.289,major,0.103,0.145,0.0,0.0937,0.548,148.77,238267,4,47.25084,11,0,238.267,30128,0.333,0.947,-4.289,0.103,0.145,0.0,0.0937,0.548,148.77,4,47.25084,11,238.267,5274,0,0.0,0.057844853239789905
0.764,0.487,C,-6.734,major,0.0281,0.25,0.0,0.184,0.352,116.027,261320,4,68.43235,10,1,261.32,30129,0.764,0.487,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027,4,68.43235,10,261.32,3819,1,1.0,0.6701244135494178
0.465,0.954,A# / Bb,-4.251,major,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653,4,16.67104,9,1,193.653,30135,0.465,0.954,-4.251,0.044,0.000346,5.38e-06,0.573,0.458,143.85,4,16.67104,9,193.653,3190,1,0.0,0.012571850328227708
0.908,0.669,G,-2.827,major,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4,25.1926,12,1,290.32,30137,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,4,25.1926,12,290.32,6768,1,0.0,0.6431070675127593
0.75,0.511,A,-6.73,major,0.209,0.0863,6.76e-06,0.0938,0.395,60.009,266560,4,47.76948,10,1,266.56,30141,0.75,0.511,-6.73,0.209,0.0863,6.76e-06,0.0938,0.395,60.009,4,47.76948,10,266.56,8106,1,0.0,0.1967130614956949
0.669,0.807,G,-6.762,major,0.0505,0.286,0.000327,0.13,0.932,127.085,218467,4,39.53792,9,0,218.467,30151,0.669,0.807,-6.762,0.0505,0.286,0.000327,0.13,0.932,127.085,4,39.53792,9,218.467,3446,0,0.0,0.6220965209053817
0.549,0.988,C# / Db,-2.866,minor,0.186,8.46e-05,6.21e-06,0.359,0.191,115.012,200013,4,37.3368,8,0,200.013,30158,0.549,0.988,-2.866,0.186,8.46e-05,6.21e-06,0.359,0.191,115.012,4,37.3368,8,200.013,2582,0,1.0,0.7656225672135596
0.58,0.729,E,-6.705,minor,0.0287,0.0102,0.0,0.0805,0.483,80.061,224933,4,29.68031,9,1,224.933,30167,0.58,0.729,-6.705,0.0287,0.0102,0.0,0.0805,0.483,80.061,4,29.68031,9,224.933,6981,1,0.0,0.4147569526843661
0.414,0.568,G# / Ab,-10.504,minor,0.0671,0.0327,0.000886,0.0771,0.208,94.915,192147,4,16.50589,8,0,192.147,30177,0.414,0.568,-10.504,0.0671,0.0327,0.000886,0.0771,0.208,94.915,4,16.50589,8,192.147,4459,0,0.0,0.5943030224856742
0.203,0.884,D,-4.871,minor,0.0887,1.17e-05,0.676,0.359,0.144,139.412,248160,4,42.88765,11,0,248.16,30182,0.203,0.884,-4.871,0.0887,1.17e-05,0.676,0.359,0.144,139.412,4,42.88765,11,248.16,30,0,1.0,0.687235953370623
0.529,0.715,F# / Gb,-6.065,minor,0.0348,0.00012,0.497,0.112,0.592,114.973,324013,4,21.59367,11,1,324.013,30183,0.529,0.715,-6.065,0.0348,0.00012,0.497,0.112,0.592,114.973,4,21.59367,11,324.013,64,1,0.0,0.025463373619927253
0.377,0.213,D# / Eb,-13.974,major,0.0887,0.8,0.00563,0.69,0.506,84.147,55565,5,24.0071,4,0,55.565,30187,0.377,0.213,-13.974,0.0887,0.8,0.00563,0.69,0.506,84.147,5,24.0071,4,55.565,6694,0,0.0,0.019696158483533354
0.644,0.32,C# / Db,-10.202,minor,0.0303,0.682,0.0,0.115,0.454,111.104,159800,4,45.2976,8,0,159.8,30189,0.644,0.32,-10.202,0.0303,0.682,0.0,0.115,0.454,111.104,4,45.2976,8,159.8,6485,0,0.0,0.13456004833347657
0.232,0.973,G# / Ab,-6.388,major,0.137,0.00791,0.0478,0.858,0.173,127.09,185573,4,33.36283,8,0,185.573,30191,0.232,0.973,-6.388,0.137,0.00791,0.0478,0.858,0.173,127.09,4,33.36283,8,185.573,7354,0,0.0,0.6254471059712564
0.708,0.854,C# / Db,-5.724,minor,0.0322,0.000682,0.0,0.278,0.914,100.005,263227,4,37.80849,11,1,263.227,30198,0.708,0.854,-5.724,0.0322,0.000682,0.0,0.278,0.914,100.005,4,37.80849,11,263.227,2848,1,0.0,0.4445959636372927
0.669,0.459,A,-9.041,major,0.0289,0.422,0.244,0.101,0.564,95.412,258800,4,53.81091,6,0,258.8,30200,0.669,0.459,-9.041,0.0289,0.422,0.244,0.101,0.564,95.412,4,53.81091,6,258.8,7991,0,1.0,0.7519059832545425
0.778,0.824,A# / Bb,-5.892,minor,0.0712,0.284,0.0,0.405,0.756,100.024,218093,4,41.61923,9,1,218.093,30201,0.778,0.824,-5.892,0.0712,0.284,0.0,0.405,0.756,100.024,4,41.61923,9,218.093,1596,1,1.0,0.6859090589025959
0.323,0.728,G,-5.416,major,0.0321,0.00394,0.000447,0.102,0.489,161.586,215333,3,50.57486,11,1,215.333,30206,0.323,0.728,-5.416,0.0321,0.00394,0.000447,0.102,0.489,161.586,3,50.57486,11,215.333,4024,1,0.0,0.08886005897741373
0.543,0.878,B,-5.994,major,0.0472,0.0485,0.00101,0.125,0.189,144.157,312533,4,48.05181,13,1,312.533,30216,0.543,0.878,-5.994,0.0472,0.0485,0.00101,0.125,0.189,144.157,4,48.05181,13,312.533,2165,1,0.0,0.17126144228289242
0.637,0.867,D,-5.427,major,0.0298,0.00575,0.00798,0.0542,0.731,92.826,335200,4,29.18016,20,1,335.2,30221,0.637,0.867,-5.427,0.0298,0.00575,0.00798,0.0542,0.731,92.826,4,29.18016,20,335.2,3950,1,1.0,0.7841393084803776
0.792,0.589,E,-6.869,minor,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4,53.61849,10,1,207.587,30230,0.792,0.589,-6.869,0.262,0.0259,0.000128,0.114,0.778,157.147,4,53.61849,10,207.587,8098,1,0.0,0.1600662808516475
0.466,0.759,G# / Ab,-4.978,minor,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,4,41.9013,13,1,264.373,30235,0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,4,41.9013,13,264.373,3354,1,0.0,0.3439745552526906
0.621,0.807,G# / Ab,-8.963,minor,0.0363,0.07,0.169,0.0737,0.557,118.028,416566,4,33.61713,19,0,416.566,30237,0.621,0.807,-8.963,0.0363,0.07,0.169,0.0737,0.557,118.028,4,33.61713,19,416.566,676,0,0.0,0.2930812760636614
0.33,0.934,E,-3.702,major,0.0858,0.00485,0.0,0.307,0.357,159.781,256770,4,27.05203,9,0,256.77,30238,0.33,0.934,-3.702,0.0858,0.00485,0.0,0.307,0.357,159.781,4,27.05203,9,256.77,2424,0,0.0,0.03930407962508952
0.596,0.749,A,-9.537,minor,0.0312,0.632,0.959,0.092,0.933,128.01,211640,3,39.79587,11,0,211.64,30243,0.596,0.749,-9.537,0.0312,0.632,0.959,0.092,0.933,128.01,3,39.79587,11,211.64,2350,0,1.0,0.8765409812189392
0.517,0.788,C,-3.671,minor,0.0352,0.061,0.0,0.159,0.827,82.051,226467,4,45.65416,12,0,226.467,30248,0.517,0.788,-3.671,0.0352,0.061,0.0,0.159,0.827,82.051,4,45.65416,12,226.467,496,0,1.0,0.6994252606246426
0.507,0.324,E,-11.932,minor,0.0387,0.769,0.0,0.128,0.329,172.127,429320,1,105.72776,15,0,429.32,30250,0.507,0.324,-11.932,0.0387,0.769,0.0,0.128,0.329,172.127,1,105.72776,15,429.32,6647,0,0.0,0.044517639361865875
0.238,0.965,A# / Bb,-4.66,minor,0.119,7.81e-05,0.0709,0.151,0.175,149.623,352120,4,26.78544,16,0,352.12,30260,0.238,0.965,-4.66,0.119,7.81e-05,0.0709,0.151,0.175,149.623,4,26.78544,16,352.12,4530,0,1.0,0.7252469394029453
0.796,0.705,F,-4.82,minor,0.0358,0.0332,2.14e-06,0.0809,0.774,113.964,228973,4,20.6832,9,1,228.973,30264,0.796,0.705,-4.82,0.0358,0.0332,2.14e-06,0.0809,0.774,113.964,4,20.6832,9,228.973,1011,1,0.0,0.16532705330128447
0.467,0.919,F# / Gb,-2.255,minor,0.069,0.0149,0.0,0.0193,0.706,169.987,196467,4,48.45074,5,1,196.467,30273,0.467,0.919,-2.255,0.069,0.0149,0.0,0.0193,0.706,169.987,4,48.45074,5,196.467,2174,1,1.0,0.8870209833469501
0.159,0.939,A,-6.044,major,0.233,0.00109,0.0798,0.394,0.19,188.078,320333,4,34.71255,13,0,320.333,30276,0.159,0.939,-6.044,0.233,0.00109,0.0798,0.394,0.19,188.078,4,34.71255,13,320.333,5564,0,0.0,0.6162986070536656
0.71,0.654,D# / Eb,-12.174,minor,0.0398,0.0396,0.811,0.107,0.579,123.998,548640,4,31.97643,18,0,548.64,30288,0.71,0.654,-12.174,0.0398,0.0396,0.811,0.107,0.579,123.998,4,31.97643,18,548.64,2160,0,0.0,0.570873023927584
0.655,0.54,A,-6.482,major,0.0516,0.268,0.0,0.068,0.43,79.983,207507,4,25.62764,9,1,207.507,30298,0.655,0.54,-6.482,0.0516,0.268,0.0,0.068,0.43,79.983,4,25.62764,9,207.507,1591,1,0.0,0.33348550263640087
0.828,0.672,F# / Gb,-6.456,major,0.0543,0.0988,0.0,0.391,0.776,107.996,259733,4,24.32226,10,1,259.733,30299,0.828,0.672,-6.456,0.0543,0.0988,0.0,0.391,0.776,107.996,4,24.32226,10,259.733,4479,1,1.0,0.749948669586
