title,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Reminds Me Of You,The Kid LAROI ,7CvDxoMzBxGxJ3eLatDgeF,0.667,0.394,4,-12.25,1,0.065,0.0243,0.839,0.152,0.251,149.989,audio_features,7CvDxoMzBxGxJ3eLatDgeF,spotify:track:7CvDxoMzBxGxJ3eLatDgeF,https://api.spotify.com/v1/tracks/7CvDxoMzBxGxJ3eLatDgeF,https://api.spotify.com/v1/audio-analysis/7CvDxoMzBxGxJ3eLatDgeF,160200,4
Love Story (Taylor's Version),Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,audio_features,3CeCwYWvdfXbZLXFhBrbnf,spotify:track:3CeCwYWvdfXbZLXFhBrbnf,https://api.spotify.com/v1/tracks/3CeCwYWvdfXbZLXFhBrbnf,https://api.spotify.com/v1/audio-analysis/3CeCwYWvdfXbZLXFhBrbnf,235767,4
Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,audio_features,1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,132833,4
Find My Way,DaBaby,1gVCEnryJhkdQcuC0Kbvor,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,audio_features,1gVCEnryJhkdQcuC0Kbvor,spotify:track:1gVCEnryJhkdQcuC0Kbvor,https://api.spotify.com/v1/tracks/1gVCEnryJhkdQcuC0Kbvor,https://api.spotify.com/v1/audio-analysis/1gVCEnryJhkdQcuC0Kbvor,139890,4
Drankin N Smokin,Future ,0k7wmahjkn389wAZdz19Cv,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,audio_features,0k7wmahjkn389wAZdz19Cv,spotify:track:0k7wmahjkn389wAZdz19Cv,https://api.spotify.com/v1/tracks/0k7wmahjkn389wAZdz19Cv,https://api.spotify.com/v1/audio-analysis/0k7wmahjkn389wAZdz19Cv,213520,4
Come To Life,Kanye West,5xvXeuxISyXJDRbZZf4uzd,0.44,0.465,3,-6.592,1,0.0318,0.689,1.26e-06,0.384,0.241,126.937,audio_features,5xvXeuxISyXJDRbZZf4uzd,spotify:track:5xvXeuxISyXJDRbZZf4uzd,https://api.spotify.com/v1/tracks/5xvXeuxISyXJDRbZZf4uzd,https://api.spotify.com/v1/audio-analysis/5xvXeuxISyXJDRbZZf4uzd,310394,4
Some Girls,Jameson Rodgers,4DCyfwekbYsNEzsYOG77el,0.424,0.845,8,-5.15,1,0.0484,0.0864,0.0,0.156,0.336,167.988,audio_features,4DCyfwekbYsNEzsYOG77el,spotify:track:4DCyfwekbYsNEzsYOG77el,https://api.spotify.com/v1/tracks/4DCyfwekbYsNEzsYOG77el,https://api.spotify.com/v1/audio-analysis/4DCyfwekbYsNEzsYOG77el,184040,4
Vette Motors,YoungBoy Never Broke Again,0HrWshW3SuFJ6nKS9ba9Mh,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,audio_features,0HrWshW3SuFJ6nKS9ba9Mh,spotify:track:0HrWshW3SuFJ6nKS9ba9Mh,https://api.spotify.com/v1/tracks/0HrWshW3SuFJ6nKS9ba9Mh,https://api.spotify.com/v1/audio-analysis/0HrWshW3SuFJ6nKS9ba9Mh,173419,4
Perfect Timing,Lil Baby,0BBaLX0AEwUCmsJyI5eJ6U,0.643,0.492,1,-7.314,1,0.382,0.0349,0.0,0.133,0.117,156.784,audio_features,0BBaLX0AEwUCmsJyI5eJ6U,spotify:track:0BBaLX0AEwUCmsJyI5eJ6U,https://api.spotify.com/v1/tracks/0BBaLX0AEwUCmsJyI5eJ6U,https://api.spotify.com/v1/audio-analysis/0BBaLX0AEwUCmsJyI5eJ6U,161221,4
Hold On,Justin Bieber,1nahzW3kfMuwReTka28tH5,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,audio_features,1nahzW3kfMuwReTka28tH5,spotify:track:1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/tracks/1nahzW3kfMuwReTka28tH5,https://api.spotify.com/v1/audio-analysis/1nahzW3kfMuwReTka28tH5,170813,4
Knocked Off,YoungBoy Never Broke Again,7MYFKS7XpVz1JQDK38pr8N,0.752,0.653,6,-4.607,0,0.293,0.0647,0.0,0.125,0.569,165.046,audio_features,7MYFKS7XpVz1JQDK38pr8N,spotify:track:7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/tracks/7MYFKS7XpVz1JQDK38pr8N,https://api.spotify.com/v1/audio-analysis/7MYFKS7XpVz1JQDK38pr8N,127983,4
Savior (Interlude),Kendrick Lamar,5G4uLkFKdEZLcuNyeomQmE,0.618,0.43,5,-9.38,0,0.216,0.807,0.0,0.189,0.826,117.125,audio_features,5G4uLkFKdEZLcuNyeomQmE,spotify:track:5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/tracks/5G4uLkFKdEZLcuNyeomQmE,https://api.spotify.com/v1/audio-analysis/5G4uLkFKdEZLcuNyeomQmE,152986,4
Shut Down,BLACKPINK,0ARKW62l9uWIDYMZTUmJHF,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058,audio_features,0ARKW62l9uWIDYMZTUmJHF,spotify:track:0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/tracks/0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/audio-analysis/0ARKW62l9uWIDYMZTUmJHF,175889,3
WFM,RealestK,6z6OFc8qYsqUBSOWta3nLV,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,audio_features,6z6OFc8qYsqUBSOWta3nLV,spotify:track:6z6OFc8qYsqUBSOWta3nLV,https://api.spotify.com/v1/tracks/6z6OFc8qYsqUBSOWta3nLV,https://api.spotify.com/v1/audio-analysis/6z6OFc8qYsqUBSOWta3nLV,136000,4
Money,Lisa,7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228,4
Bichota,Karol G,6Pg5PMUYYhvQ2uaXJfe6qb,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,audio_features,6Pg5PMUYYhvQ2uaXJfe6qb,spotify:track:6Pg5PMUYYhvQ2uaXJfe6qb,https://api.spotify.com/v1/tracks/6Pg5PMUYYhvQ2uaXJfe6qb,https://api.spotify.com/v1/audio-analysis/6Pg5PMUYYhvQ2uaXJfe6qb,178947,4
'Til You Can't,Cody Johnson,4k3lPl8YTKuY8c1HelVnm3,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,224213,4
Race My Mind,Drake,2Q3jFbyE61mCjS3SkW4toJ,0.488,0.635,10,-7.19,1,0.26,0.179,8.16e-06,0.156,0.783,174.072,audio_features,2Q3jFbyE61mCjS3SkW4toJ,spotify:track:2Q3jFbyE61mCjS3SkW4toJ,https://api.spotify.com/v1/tracks/2Q3jFbyE61mCjS3SkW4toJ,https://api.spotify.com/v1/audio-analysis/2Q3jFbyE61mCjS3SkW4toJ,269884,4
Deep Pockets,Drake,3IvMYBE7A3c7to1aEcfFJk,0.473,0.824,7,-3.68,0,0.163,0.482,0.0,0.605,0.374,77.888,audio_features,3IvMYBE7A3c7to1aEcfFJk,spotify:track:3IvMYBE7A3c7to1aEcfFJk,https://api.spotify.com/v1/tracks/3IvMYBE7A3c7to1aEcfFJk,https://api.spotify.com/v1/audio-analysis/3IvMYBE7A3c7to1aEcfFJk,222929,4
A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,audio_features,77khP2fIVhSW23NwxrRluh,spotify:track:77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/tracks/77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/audio-analysis/77khP2fIVhSW23NwxrRluh,135533,4
That Way,Lil Uzi Vert,2ajzBr7vwHTEBeqDzcsNRC,0.712,0.598,7,-5.368,0,0.0388,0.0546,0.0,0.154,0.504,130.007,audio_features,2ajzBr7vwHTEBeqDzcsNRC,spotify:track:2ajzBr7vwHTEBeqDzcsNRC,https://api.spotify.com/v1/tracks/2ajzBr7vwHTEBeqDzcsNRC,https://api.spotify.com/v1/audio-analysis/2ajzBr7vwHTEBeqDzcsNRC,212354,4
Body In Motion,"DJ Khaled feat. Bryson Tiller, Lil Baby ",1IZGMPe57hATuLJgmMR4eP,0.669,0.687,6,-5.782,0,0.12,0.009,0.0,0.508,0.335,91.969,audio_features,1IZGMPe57hATuLJgmMR4eP,spotify:track:1IZGMPe57hATuLJgmMR4eP,https://api.spotify.com/v1/tracks/1IZGMPe57hATuLJgmMR4eP,https://api.spotify.com/v1/audio-analysis/1IZGMPe57hATuLJgmMR4eP,306194,4
865,Morgan Wallen,0sKEilrw1GrBlG6qsTCrP4,0.532,0.584,8,-5.254,1,0.0248,0.723,0.0,0.101,0.367,88.003,audio_features,0sKEilrw1GrBlG6qsTCrP4,spotify:track:0sKEilrw1GrBlG6qsTCrP4,https://api.spotify.com/v1/tracks/0sKEilrw1GrBlG6qsTCrP4,https://api.spotify.com/v1/audio-analysis/0sKEilrw1GrBlG6qsTCrP4,190680,4
Brainwashed,Tom MacDonald,6fOKWhVo0bQkd5U3EeM4Vc,0.767,0.762,1,-6.116,1,0.272,0.114,0.0,0.125,0.307,94.145,audio_features,6fOKWhVo0bQkd5U3EeM4Vc,spotify:track:6fOKWhVo0bQkd5U3EeM4Vc,https://api.spotify.com/v1/tracks/6fOKWhVo0bQkd5U3EeM4Vc,https://api.spotify.com/v1/audio-analysis/6fOKWhVo0bQkd5U3EeM4Vc,242234,4
712PM,Future,3FSwpQ9dBZBeBV6UdYHI2R,0.711,0.686,5,-6.409,0,0.271,0.0355,0.0,0.124,0.536,146.971,audio_features,3FSwpQ9dBZBeBV6UdYHI2R,spotify:track:3FSwpQ9dBZBeBV6UdYHI2R,https://api.spotify.com/v1/tracks/3FSwpQ9dBZBeBV6UdYHI2R,https://api.spotify.com/v1/audio-analysis/3FSwpQ9dBZBeBV6UdYHI2R,173187,4
Thousand Miles,Miley Cyrus feat. Brandi Carlile,1GN6qqehnqUfUHH1gfK81v,0.503,0.722,9,-7.595,1,0.103,0.205,3.52e-05,0.0845,0.354,172.006,audio_features,1GN6qqehnqUfUHH1gfK81v,spotify:track:1GN6qqehnqUfUHH1gfK81v,https://api.spotify.com/v1/tracks/1GN6qqehnqUfUHH1gfK81v,https://api.spotify.com/v1/audio-analysis/1GN6qqehnqUfUHH1gfK81v,231000,4
GINE,6ix9ine,4SCdkCFsbnQD6qnVc9l5Bt,0.563,0.724,2,-4.651,1,0.347,0.0831,0.0,0.237,0.486,93.006,audio_features,4SCdkCFsbnQD6qnVc9l5Bt,spotify:track:4SCdkCFsbnQD6qnVc9l5Bt,https://api.spotify.com/v1/tracks/4SCdkCFsbnQD6qnVc9l5Bt,https://api.spotify.com/v1/audio-analysis/4SCdkCFsbnQD6qnVc9l5Bt,134845,4
Manana Sera Bonito,Karol G ,4bycD60yZgR6anIBtmU8UH,0.777,0.715,8,-4.569,0,0.0874,0.455,3.5e-05,0.326,0.245,92.006,audio_features,4bycD60yZgR6anIBtmU8UH,spotify:track:4bycD60yZgR6anIBtmU8UH,https://api.spotify.com/v1/tracks/4bycD60yZgR6anIBtmU8UH,https://api.spotify.com/v1/audio-analysis/4bycD60yZgR6anIBtmU8UH,210973,4
Antes,Anuel AA ,73O30uMI7n6DuzBmbtO7kC,0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985,audio_features,73O30uMI7n6DuzBmbtO7kC,spotify:track:73O30uMI7n6DuzBmbtO7kC,https://api.spotify.com/v1/tracks/73O30uMI7n6DuzBmbtO7kC,https://api.spotify.com/v1/audio-analysis/73O30uMI7n6DuzBmbtO7kC,206587,4
Visiting Hours,Ed Sheeran,6kJ99lCzGuLzXLEYGRz0xk,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,audio_features,6kJ99lCzGuLzXLEYGRz0xk,spotify:track:6kJ99lCzGuLzXLEYGRz0xk,https://api.spotify.com/v1/tracks/6kJ99lCzGuLzXLEYGRz0xk,https://api.spotify.com/v1/audio-analysis/6kJ99lCzGuLzXLEYGRz0xk,215507,4
God's Country,State Of Mine ,0nnsBvdSmaGfphj44qiFRl,0.418,0.888,5,-3.594,0,0.0481,0.0033,0.0,0.0957,0.23,139.951,audio_features,0nnsBvdSmaGfphj44qiFRl,spotify:track:0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/tracks/0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/audio-analysis/0nnsBvdSmaGfphj44qiFRl,210857,4
Moral Of The Story,Ashe feat. Niall Horan,5v6qYImm5k36GHlFxdEZyv,0.579,0.37,10,-8.9,1,0.0383,0.496,0.0,0.221,0.216,119.799,audio_features,5v6qYImm5k36GHlFxdEZyv,spotify:track:5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/tracks/5v6qYImm5k36GHlFxdEZyv,https://api.spotify.com/v1/audio-analysis/5v6qYImm5k36GHlFxdEZyv,198515,4
I Should Probably Go To Bed,Dan + Shay,5ovVcYo2MvjVydFwFyaaqy,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,audio_features,5ovVcYo2MvjVydFwFyaaqy,spotify:track:5ovVcYo2MvjVydFwFyaaqy,https://api.spotify.com/v1/tracks/5ovVcYo2MvjVydFwFyaaqy,https://api.spotify.com/v1/audio-analysis/5ovVcYo2MvjVydFwFyaaqy,171827,4
Please,Lil Baby ,3zWR0zS9p39c0FVkYkHfVF,0.677,0.634,7,-6.231,1,0.335,0.228,0.0,0.131,0.496,90.268,audio_features,3zWR0zS9p39c0FVkYkHfVF,spotify:track:3zWR0zS9p39c0FVkYkHfVF,https://api.spotify.com/v1/tracks/3zWR0zS9p39c0FVkYkHfVF,https://api.spotify.com/v1/audio-analysis/3zWR0zS9p39c0FVkYkHfVF,206254,4
You Belong With Me (Taylor's Version),Taylor Swift,1qrpoAMXodY6895hGKoUpA,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,audio_features,1qrpoAMXodY6895hGKoUpA,spotify:track:1qrpoAMXodY6895hGKoUpA,https://api.spotify.com/v1/tracks/1qrpoAMXodY6895hGKoUpA,https://api.spotify.com/v1/audio-analysis/1qrpoAMXodY6895hGKoUpA,231124,4
Yo Visto Asi,Bad Bunny,5fROvzNghPid8mbKNDYvpJ,0.688,0.881,7,-4.889,0,0.0474,0.0947,0.0,0.0804,0.677,123.013,audio_features,5fROvzNghPid8mbKNDYvpJ,spotify:track:5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/tracks/5fROvzNghPid8mbKNDYvpJ,https://api.spotify.com/v1/audio-analysis/5fROvzNghPid8mbKNDYvpJ,191526,4
Happy Anywhere,Blake Shelton feat. Gwen Stefani,6LVzOLJkzG3C4hLNOdaBry,0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,audio_features,6LVzOLJkzG3C4hLNOdaBry,spotify:track:6LVzOLJkzG3C4hLNOdaBry,https://api.spotify.com/v1/tracks/6LVzOLJkzG3C4hLNOdaBry,https://api.spotify.com/v1/audio-analysis/6LVzOLJkzG3C4hLNOdaBry,171027,4
WUSYANAME,"Tyler, The Creator feat. YoungBoy Never Broke Again ",5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,audio_features,5B0kgjHULYJhAQkK5XsMoC,spotify:track:5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573,4
X Ultima Vez,Daddy Yankee ,48AJSd42lXpicsGqcgopof,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,audio_features,48AJSd42lXpicsGqcgopof,spotify:track:48AJSd42lXpicsGqcgopof,https://api.spotify.com/v1/tracks/48AJSd42lXpicsGqcgopof,https://api.spotify.com/v1/audio-analysis/48AJSd42lXpicsGqcgopof,192477,4
abcdefu,GAYLE,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4
Shotta Flow 6,NLE Choppa,4GKHIuAyQBWSvrVxoej52H,0.859,0.596,11,-7.021,1,0.329,0.0194,0.0,0.0489,0.479,140.064,audio_features,4GKHIuAyQBWSvrVxoej52H,spotify:track:4GKHIuAyQBWSvrVxoej52H,https://api.spotify.com/v1/tracks/4GKHIuAyQBWSvrVxoej52H,https://api.spotify.com/v1/audio-analysis/4GKHIuAyQBWSvrVxoej52H,192148,4
Slow Dancing In The Dark,Joji,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4
Slay3r,Playboi Carti,1eMNW1HQjF1dbb4GtnmpaX,0.885,0.661,4,-5.062,0,0.141,0.165,0.0,0.334,0.436,140.028,audio_features,1eMNW1HQjF1dbb4GtnmpaX,spotify:track:1eMNW1HQjF1dbb4GtnmpaX,https://api.spotify.com/v1/tracks/1eMNW1HQjF1dbb4GtnmpaX,https://api.spotify.com/v1/audio-analysis/1eMNW1HQjF1dbb4GtnmpaX,164591,4
My Tears Ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,audio_features,1MgV7FIyNxIG7WzMRJV5HC,spotify:track:1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/tracks/1MgV7FIyNxIG7WzMRJV5HC,https://api.spotify.com/v1/audio-analysis/1MgV7FIyNxIG7WzMRJV5HC,255894,4
I Hate YoungBoy,YoungBoy Never Broke Again,3itijJswMR7p7RbfqlYf1Z,0.584,0.756,10,-6.245,0,0.362,0.0266,0.0,0.36,0.728,165.269,audio_features,3itijJswMR7p7RbfqlYf1Z,spotify:track:3itijJswMR7p7RbfqlYf1Z,https://api.spotify.com/v1/tracks/3itijJswMR7p7RbfqlYf1Z,https://api.spotify.com/v1/audio-analysis/3itijJswMR7p7RbfqlYf1Z,261818,4
Ojos Ferrari,"Karol G, Justin Quiles ",5yAIrkplUEpMNeojW8Q30o,0.9,0.707,1,-2.792,1,0.0934,0.161,4.25e-05,0.176,0.634,124.042,audio_features,5yAIrkplUEpMNeojW8Q30o,spotify:track:5yAIrkplUEpMNeojW8Q30o,https://api.spotify.com/v1/tracks/5yAIrkplUEpMNeojW8Q30o,https://api.spotify.com/v1/audio-analysis/5yAIrkplUEpMNeojW8Q30o,180040,4
Dogtooth,"Tyler, The Creator",0judK8TqYfvwUohBngUxrE,0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,audio_features,0judK8TqYfvwUohBngUxrE,spotify:track:0judK8TqYfvwUohBngUxrE,https://api.spotify.com/v1/tracks/0judK8TqYfvwUohBngUxrE,https://api.spotify.com/v1/audio-analysis/0judK8TqYfvwUohBngUxrE,161041,4
The Joker And The Queen,Ed Sheeran feat. Taylor Swift,6N1K5OVVCopBjGViHs2IvP,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,audio_features,6N1K5OVVCopBjGViHs2IvP,spotify:track:6N1K5OVVCopBjGViHs2IvP,https://api.spotify.com/v1/tracks/6N1K5OVVCopBjGViHs2IvP,https://api.spotify.com/v1/audio-analysis/6N1K5OVVCopBjGViHs2IvP,185422,4
T.D,Lil Yachty ,0gO3E51A3fqp0ypJ26QbVP,0.784,0.632,10,-6.083,0,0.347,0.156,0.0,0.605,0.746,124.603,audio_features,0gO3E51A3fqp0ypJ26QbVP,spotify:track:0gO3E51A3fqp0ypJ26QbVP,https://api.spotify.com/v1/tracks/0gO3E51A3fqp0ypJ26QbVP,https://api.spotify.com/v1/audio-analysis/0gO3E51A3fqp0ypJ26QbVP,232839,4
Dive,Kid Cudi,7Hc3YL8oDiAzbiAW32KXrw,0.64,0.621,9,-8.269,0,0.0679,0.67,0.0,0.36,0.332,123.105,audio_features,7Hc3YL8oDiAzbiAW32KXrw,spotify:track:7Hc3YL8oDiAzbiAW32KXrw,https://api.spotify.com/v1/tracks/7Hc3YL8oDiAzbiAW32KXrw,https://api.spotify.com/v1/audio-analysis/7Hc3YL8oDiAzbiAW32KXrw,148707,4
Trollz,6ix9ine ,3JwxpSpGaXmGqLwWN6D6eC,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,audio_features,3JwxpSpGaXmGqLwWN6D6eC,spotify:track:3JwxpSpGaXmGqLwWN6D6eC,https://api.spotify.com/v1/tracks/3JwxpSpGaXmGqLwWN6D6eC,https://api.spotify.com/v1/audio-analysis/3JwxpSpGaXmGqLwWN6D6eC,202667,4
Laugh Now Cry Later,Drake feat. Lil Durk,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,audio_features,2SAqBLGA283SUiwJ3xOUVI,spotify:track:2SAqBLGA283SUiwJ3xOUVI,https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI,https://api.spotify.com/v1/audio-analysis/2SAqBLGA283SUiwJ3xOUVI,261493,4
Flocky Flocky,Don Toliver feat. Travis Scott,25r6MZ4Gtd76l43qnZI1DG,0.8,0.541,10,-5.05,0,0.0375,0.0252,0.0,0.146,0.194,135.99,audio_features,25r6MZ4Gtd76l43qnZI1DG,spotify:track:25r6MZ4Gtd76l43qnZI1DG,https://api.spotify.com/v1/tracks/25r6MZ4Gtd76l43qnZI1DG,https://api.spotify.com/v1/audio-analysis/25r6MZ4Gtd76l43qnZI1DG,183514,4
From Now On,Lil Baby feat. Future,2wdgjxZPgtrPd8OUqMSuYh,0.82,0.461,10,-6.179,1,0.112,0.0104,1.54e-05,0.133,0.0396,140.078,audio_features,2wdgjxZPgtrPd8OUqMSuYh,spotify:track:2wdgjxZPgtrPd8OUqMSuYh,https://api.spotify.com/v1/tracks/2wdgjxZPgtrPd8OUqMSuYh,https://api.spotify.com/v1/audio-analysis/2wdgjxZPgtrPd8OUqMSuYh,179707,4
On My Side,YoungBoy Never Broke Again,2hoR8CosGo9F4dTrE056ea,0.606,0.671,10,-7.529,0,0.352,0.415,0.0,0.176,0.642,168.201,audio_features,2hoR8CosGo9F4dTrE056ea,spotify:track:2hoR8CosGo9F4dTrE056ea,https://api.spotify.com/v1/tracks/2hoR8CosGo9F4dTrE056ea,https://api.spotify.com/v1/audio-analysis/2hoR8CosGo9F4dTrE056ea,148571,4
Bout My Business,YoungBoy Never Broke Again feat. Sherhonda Gaulden,6vXJljkoTUWjPXFRfuBbgZ,0.579,0.565,11,-6.901,1,0.418,0.466,0.0,0.226,0.631,83.973,audio_features,6vXJljkoTUWjPXFRfuBbgZ,spotify:track:6vXJljkoTUWjPXFRfuBbgZ,https://api.spotify.com/v1/tracks/6vXJljkoTUWjPXFRfuBbgZ,https://api.spotify.com/v1/audio-analysis/6vXJljkoTUWjPXFRfuBbgZ,187141,4
Slow Dance In A Parking Lot,Jordan Davis,6MBUUSIWCzaXW4q58Ktrv9,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,audio_features,6MBUUSIWCzaXW4q58Ktrv9,spotify:track:6MBUUSIWCzaXW4q58Ktrv9,https://api.spotify.com/v1/tracks/6MBUUSIWCzaXW4q58Ktrv9,https://api.spotify.com/v1/audio-analysis/6MBUUSIWCzaXW4q58Ktrv9,193929,4
Celebration Station,Lil Uzi Vert,25B5fGr9K0VdZJiRFsnMO4,0.748,0.771,6,-4.156,1,0.15,0.101,0.0,0.135,0.792,142.086,audio_features,25B5fGr9K0VdZJiRFsnMO4,spotify:track:25B5fGr9K0VdZJiRFsnMO4,https://api.spotify.com/v1/tracks/25B5fGr9K0VdZJiRFsnMO4,https://api.spotify.com/v1/audio-analysis/25B5fGr9K0VdZJiRFsnMO4,195058,4
Be Kind,Marshmello ,3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
My Mind & Me,Selena Gomez,0XER3HPMx223xWaAgNKp4Y,0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,audio_features,0XER3HPMx223xWaAgNKp4Y,spotify:track:0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/tracks/0XER3HPMx223xWaAgNKp4Y,https://api.spotify.com/v1/audio-analysis/0XER3HPMx223xWaAgNKp4Y,147597,4
Already Won,Rod Wave feat. Lil Durk,2wOnrN7fkzV4NsLqym2C6O,0.321,0.525,7,-9.891,0,0.131,0.0668,0.0,0.137,0.152,75.774,audio_features,2wOnrN7fkzV4NsLqym2C6O,spotify:track:2wOnrN7fkzV4NsLqym2C6O,https://api.spotify.com/v1/tracks/2wOnrN7fkzV4NsLqym2C6O,https://api.spotify.com/v1/audio-analysis/2wOnrN7fkzV4NsLqym2C6O,212064,4
I'm Tired,Labrinth ,6LtHYDgYHRCHoKK3snfr2w,0.375,0.133,0,-10.624,0,0.0352,0.651,0.0,0.0695,0.192,131.721,audio_features,6LtHYDgYHRCHoKK3snfr2w,spotify:track:6LtHYDgYHRCHoKK3snfr2w,https://api.spotify.com/v1/tracks/6LtHYDgYHRCHoKK3snfr2w,https://api.spotify.com/v1/audio-analysis/6LtHYDgYHRCHoKK3snfr2w,187944,4
